"corpus","hin_news_2019"
"बेड़े",49
"मेडिसिन",49
"मायनों",49
"उपलब्धियां",49
"अनुशंसा",49
"चाहने",49
"आओ",49
"मजहब",49
"कैग",49
"मुरैना",49
"चेतन",49
"मिलें",49
"sat",49
"मायके",49
"उलझन",49
"मालेगांव",49
"देवघर",49
"साहू",49
"up",49
"3-0",49
"गंवानी",49
"मैक्स",49
"मोतीलाल",49
"6,000",49
"रजनीश",49
"अडवाइजरी",49
"हरफनमौला",49
"हे",49
"लिकुड",49
"एक्सपर्ट्स",49
"बनवा",49
"ज़ुल्म",49
"अधूरे",49
"होते।",49
"लीं",49
"टि्वटर",49
"एसओजी",49
"धर",49
"एसके",49
"लाएगी",49
"वर्चुअल",49
"सफ़ेद",48
"यूज़र",48
"एसपी-बीएसपी",48
"कमोबेश",48
"वॉकआउट",48
"अटका",48
"पौष्टिक",48
"बोफोर्स",48
"चन्द्रमा",48
"प्रजातियों",48
"समलैंगिक",48
"१५",48
"आईएमए",48
"सर्जन",48
"साईं",48
"स्कॉट",48
"उमंग",48
"नक्षत्र",48
"सुलेमान",48
"सेरेमनी",48
"लडऩे",48
"करते।",48
"स्टेट्स",48
"स्पष्टता",48
"स्पाईवेयर",48
"फुले",48
"विजयादशमी",48
"हड्डियों",48
"मार्गों",48
"छोड़ेंगे",48
"नज़ीर",48
"huawei",48
"आँकड़ों",48
"विश्वासघात",48
"कुंभ",48
"सुधर",48
"दल-बदल",48
"सुझावों",48
"पोरबंदर",48
"कुवैत",48
"विस्थापित",48
"केके",48
"सुल्तानपुर",48
"आईना",48
"नौकरशाह",48
"मियां",48
"पछाड़",48
"मिलर",48
"कॉम्प्लेक्स",48
"कोंकण",48
"एनसीए",48
"फोटोग्राफर",48
"अपशब्द",48
"दवाब",48
"पुतले",48
"पेंच",48
"ख़िलाफ",48
"रीजन",48
"से।",48
"आर्टिफिशियल",48
"पीले",48
"प्रभात",48
"हताश",48
"कठिनाई",48
"मुख्‍यमंत्री",48
"शौकीन",48
"प्रॉफिट",48
"आिखर",48
"तब्बू",48
"poco",48
"गम",48
"भूमिकाओं",48
"फेंकी",48
"रेखांकित",48
"गाए",48
"अनलॉक",48
"गुजारा",48
"मानदंडों",48
"नागा",48
"बहुचर्चित",48
"इजाफे",48
"शिनाख्त",48
"ग्रॉस",48
"सेलिब्रिटी",48
"ताक",48
"घोटकी",48
"चंद्रयान-1",48
"उकाई",48
"5,000mah",48
"शुद्धता",48
"पुराण",48
"चबूतरे",48
"ब्रेकिंग",48
"भाईचारे",48
"चाहते।",48
"शैतान",48
"भ्रमण",48
"अरुंधति",48
"महिलाएँ",48
"मांगी।",48
"पेय",48
"घिरी",48
"असंतुष्ट",48
"बढ़ेंगे",48
"हिंदूवादी",48
"शौरी",48
"जोकोविच",48
"लेखन",48
"घुसा",48
"रंगा",48
"बेनिफिट्स",48
"जीवंत",48
"विजिबिलिटी",48
"हिंट",48
"रोकी",48
"गुमला",48
"ख़िताब",48
"लाइट्स",48
"aimplb",48
"लेगी।",48
"महकमे",48
"nm",48
"अनुराधा",48
"इच्छाशक्ति",48
"छ",47
"189",47
"लैंग्वेज",47
"ठहरने",47
"बरक़रार",47
"एसोसिएट",47
"10वें",47
"दुती",47
"एजीआर",47
"धो",47
"खान-पान",47
"छात्राएं",47
"सत्तारुढ़",47
"जली",47
"क्लर्क",47
"कम-से-कम",47
"ससुर",47
"अनुशासनात्मक",47
"मातम",47
"wi-fi",47
"सीमाएं",47
"सुकून",47
"हड़ताल",47
"अलकायदा",47
"करंजिया",47
"अरसे",47
"विंदू",47
"एड्स",47
"दिल्‍ली",47
"कहूं",47
"माया",47
"कहासुनी",47
"मुस्तैद",47
"अर्ज़ी",47
"स्पर्धा",47
"थोपने",47
"नज़रअंदाज़",47
"फेर",47
"कास्त्रो",47
"नर्वस",47
"निदेशकों",47
"नियोजन",47
"निर्वहन",47
"सुनैना",47
"नौकरशाहों",47
"पकिस्तान",47
"पकड़",47
"पड़ेंगे",47
"वेडिंग",47
"450",47
"कोरियन",47
"पशुपालन",47
"पहनना",47
"upsc",47
"जरदारी",47
"मंसूर",47
"क्लियर",47
"बालकृष्ण",47
"पूनावाला",47
"खर्चों",47
"रंगों",47
"सीआईडी",47
"जेनरेशन",47
"दागी",47
"खिलाडिय़ों",47
"वेटिंग",47
"इंट्रेस्ट",47
"फार्मा",47
"सौहार्दपूर्ण",47
"रेगुलर",47
"स्कॉलरशिप",47
"सरदेसाई",47
"फोल्ड",47
"गायिका",47
"बना।",47
"मुराद",47
"गेंदबाज़",47
"बहनें",47
"बांड",47
"स्पाइस",47
"चिह्नित",47
"दंडित",47
"गौशाला",47
"रोगी",47
"बृहस्पतिवार",47
"दीप",47
"घटती",47
"बीघा",47
"डूडल",47
"u20",47
"चलेंगे",47
"उतरेंगे",47
"भाई-बहनों",47
"भेजता",47
"चूहे",47
"शौर्य",47
"मनमुटाव",47
"चैलेंजर्स",47
"मर्ज़ी",47
"गुजरते",47
"श्रेणियों",47
"इंजीनियरों",47
"अंसार",47
"पहुँचे",47
"unga",47
"स्टे",47
"बूस्ट",47
"ईदगाह",47
"जर्नल",47
"मेरिट",47
"बेकाबू",47
"झोली",47
"रोधी",47
"1966",47
"येलो",47
"लाजवाब",47
"शायरी",47
"सोमैया",47
"बेताब",47
"पूर्वज",47
"तड़का",47
"उपकप्तान",47
"लाइनें",47
"मौनी",47
"1.3",47
"सज्जाद",47
"आरामको",47
"धातु",47
"तमीम",47
"सहन",47
"निकोबार",47
"उदयपुर",47
"लूटा",47
"फ़ोटो",47
"व्याप्त",46
"लॉग",46
"119",46
"ओली",46
"सनातन",46
"छपे",46
"एमएसएमई",46
"लौटी",46
"टेक्सस",46
"कार्यप्रणाली",46
"७",46
"वज़न",46
"छात्रावास",46
"संस",46
"साक्ष्यों",46
"वर्धन",46
"सहाय",46
"वाइफ",46
"अड़",46
"शाहबाज",46
"गैंट्ज़",46
"तोड़ने",46
"विलियम",46
"प्रतिष्ठान",46
"1952",46
"सितारा",46
"कनॉट",46
"ट्वीट्स",46
"कराएं",46
"विनाशकारी",46
"टावर",46
"भगा",46
"सक्सेस",46
"बाइडेन",46
"भजनलाल",46
"नमामि",46
"नमो",46
"hp",46
"1982",46
"आंका",46
"अत्याचारों",46
"अर्थशास्त्रियों",46
"करीब-करीब",46
"करीबियों",46
"निपटारे",46
"निरीक्षक",46
"ips",46
"नेपाली",46
"कैरेबियाई",46
"सुर्ख़ियों",46
"पत्थलगड़ी",46
"परोक्ष",46
"पर्यवेक्षक",46
"पर्रिकर",46
"पर्सनैलिटी",46
"365",46
"पलों",46
"पहुंचेगी",46
"आधुनिकीकरण",46
"वैक्सीन",46
"पीजी",46
"आयाम",46
"118",46
"दहला",46
"पेचीदा",46
"व्यवस्थित",46
"मुकदमों",46
"खानपान",46
"खूनी",46
"प्रीत",46
"आसू",46
"एकीकरण",46
"पुनः",46
"कोना",46
"गन्ने",46
"सोहेल",46
"मॉडलिंग",46
"फैजाबाद",46
"फॉरेन",46
"रेजॉलूशन",46
"वेन्यू",46
"शादियों",46
"आये।",46
"एमएनएस",46
"6-स्पीड",46
"गेंदें",46
"भ्रमित",46
"सेमीफ़ाइनल",46
"दिव्य",46
"झुकने",46
"रोककर",46
"बिगड़ते",46
"बीजू",46
"बीटा",46
"बुलाए",46
"लहराते",46
"स्वायत्त",46
"प्रोसेसिंग",46
"चंपारण",46
"बर्फीले",46
"केसों",46
"ब्लॉकबस्टर",46
"प्लेइंग",46
"भाई-बहन",46
"कंधा",46
"भाषाई",46
"भूखे",46
"salman",46
"मुजफ्फराबाद",46
"7000",46
"मनाना",46
"हरसिमरत",46
"महत्वाकांक्षा",46
"छोड़िए",46
"जंक्शन",46
"सलाखों",46
"सेलेक्शन",46
"जत्था",46
"बढ़ाता",46
"सरायकेला",46
"हाहाकार",46
"मेहदी",46
"जहाजों",46
"सपाट",46
"मोर्चों",46
"झड़पों",46
"अरमान",46
"पैगंबर",46
"संशय",46
"राख",46
"जीतीं",46
"राधिका",46
"161",46
"खुशियां",46
"फ़ायदे",46
"रिसेप्शन",46
"फ़ारूक़",46
"एप्पल",46
"रुकावट",46
"म्यूजियम",46
"धीमा",46
"धारदार",46
"धाकड़",46
"चौका।",46
"लाठियां",46
"कब्ज़ा",46
"असुरक्षा",46
"डीटेल",46
"लेगा।",46
"एसडीआरएफ",45
"विचाराधीन",45
"व्यू",45
"बैरिकेड",45
"अपवाद",45
"होस्टेस",45
"रखरखाव",45
"रखी।",45
"लड़कियों",45
"टेलिविजन",45
"वतन",45
"वन्यजीव",45
"सद्दाम",45
"सनोज",45
"इसबार",45
"वर्षगांठ",45
"माओ",45
"gdp",45
"कराई।",45
"वाम",45
"दबी",45
"अडानी",45
"5.5",45
"सेंटरों",45
"प्रतिभाशाली",45
